UniqueCount	AmbigCount
0	95
18	0
0	401
0	0
0	123
0	123
467	0
0	0
0	0
98	0
0	210
33	210
12	16
32	0
300	50
0	0
587	2
56	0
0	0
122	0
12257	4
0	0
91	0
0	0
14	0
109	0
88	0
1220	0
0	0
0	0
73	0
710	1
214	0
130	0
12	123
0	123
33	519
0	414
48	2348
77	0
38	9
128	0
0	0
225	0
506	0
136	0
7	0
1349	1844
107	1844
269	0
50	0
362	0
0	0
78	0
654	2
291	0
45	0
0	0
0	80
0	80
172	0
0	0
108	0
0	0
31	0
23	0
72	0
32	0
22	0
0	0
52	0
177	0
1843	0
81	0
26	50
0	0
45	0
151	0
0	0
10	0
31	0
17	0
10	0
98	0
0	23
0	23
0	0
0	0
19	0
57	0
118	62
21	0
35	0
115	0
0	0
2097	0
0	0
99	0
27	0
57	20
0	252
0	252
1	0
35	0
172	0
0	12383
116	12383
54	0
128	0
325	0
0	0
51	0
0	0
0	0
36	0
37	0
207	0
43	0
48	0
24	218
0	218
540	0
0	0
59	0
90	0
223	0
190	0
958	0
0	0
0	0
28	0
204	0
0	52
8140	1
278	0
0	69
0	69
17	0
17	0
0	0
0	0
6	0
0	85
0	85
165	0
187	0
116	0
101	0
10	0
55	0
59	0
145	0
109	0
0	0
43	0
69	0
198	0
75	16
0	0
0	155
0	155
27	16
137	2
0	0
0	0
103	0
0	0
297	0
111	0
92	0
231	0
190	0
127	0
17	0
2692	1
65	0
178	0
0	0
174	0
45	0
67	0
89	0
0	0
66	0
55	0
204	0
0	0
0	0
90	0
0	0
59	0
0	0
140	0
0	0
0	0
29	0
0	0
0	0
25	8
96	0
138	0
75	0
116	0
59	0
1428	0
181	0
58	0
90	0
0	140
0	140
79	0
114	0
87	1
253	0
179	0
0	0
373	0
197	0
15	0
315	0
254	0
25	0
22	0
0	0
9	0
0	195
0	195
0	0
0	15
0	15
1030	0
40	0
56	63
0	14
0	14
0	14
0	58
0	58
85	1
0	63
20	89
0	33
0	33
0	38
0	38
0	32
0	0
0	0
0	0
0	0
0	33
0	15
0	33
0	33
0	18
0	0
1384	0
238	0
33	0
106	0
160	0
663	0
28	0
1643	0
0	0
63	0
0	0
0	425
0	425
373	0
0	32
32	0
360	0
15	0
46	0
129	0
0	0
29	0
76	0
0	0
0	266
54	266
0	0
0	0
0	0
0	0
0	0
38	8
420	0
0	0
271	0
32	0
0	0
41	0
4	0
22	0
95	0
44	0
44	0
282	0
0	55
0	55
193	0
65	0
323	0
61	0
2705	760
1907	806
633	0
83	0
28	0
0	0
4	0
0	0
0	0
0	0
0	163
0	163
29	0
103	40
0	253
452	0
26	0
0	0
0	0
820	0
68	0
165	0
1	0
114	0
142	0
20	297
0	297
77	0
18	0
0	0
10	0
191	0
18	0
0	382
0	382
0	0
0	112
0	112
409	0
55	0
0	0
0	0
55	0
0	0
21	0
311	0
62	0
46	0
0	0
25	0
0	0
93	0
121	6
0	0
0	23
0	0
0	76
0	76
0	0
0	0
0	0
139	0
0	0
145	0
15	0
38	0
90	0
0	7
0	0
68	0
0	1
0	1
0	48
0	48
23	0
70	1
552	0
263	0
66	0
23	0
74	0
79	0
0	0
0	0
2	0
407	0
355	0
0	0
38	0
0	160
0	160
0	0
0	16
0	0
0	0
0	0
195	0
0	617
4	617
124	0
0	0
45	0
47	0
359	0
0	0
28	0
81	0
0	22
0	0
0	14
26	0
124	0
88	0
29	0
3743	7
0	0
26	0
280	0
0	0
14	0
135	0
17992	4
107	0
1338	1
42	0
55	0
0	0
118	0
535	0
146	0
62	0
1492	10
62	0
173	0
279	0
148	0
57	525
25	0
727	0
174	0
0	0
0	0
0	0
0	0
85	140
1043	0
0	0
0	293
0	240
0	283
0	209
9	125
0	45
40	16
0	12
0	1
7	135
2	48
86	172
129	0
0	0
937	0
0	27
0	34
0	1307
0	0
0	0
69	115
14	871
76	0
0	86
0	0
0	129
0	0
242	3
40	24
0	0
0	0
0	0
1	0
87	55
0	3
0	0
0	0
0	72
0	72
0	18
187	0
362	0
94	0
0	0
0	101
0	101
35	0
0	149
0	149
0	0
0	0
0	0
0	0
0	0
32	0
64	0
104	19
0	97
0	97
16	0
0	0
0	0
40	0
3	0
32	299
0	299
17	29
0	0
0	0
0	0
55	0
82	0
469	0
29	1
81	0
0	0
0	0
101	0
12	1
8	0
1	217
0	217
80	0
0	138
0	138
79	0
20	0
92	0
0	0
34	0
320	0
101	0
0	0
57	0
0	0
0	0
0	0
6	7
24	7
248	0
142	0
27	0
91	0
7	0
622	0
0	56
31	56
11	0
33	0
162	0
0	125
0	125
32	0
225	0
19	0
0	108
14	188
24	121
0	0
0	0
0	73
0	73
107	0
0	115
0	115
0	0
0	0
115	1
562	0
0	0
56	0
195	0
155	0
0	0
262	0
83	0
37	0
47	0
69	0
1339	1
57	0
0	0
511	0
0	21
0	21
0	0
21	0
182	0
140	0
416	0
592	0
37	0
529	0
39	0
6	271
0	271
112	0
0	0
0	0
0	0
0	0
65	0
85	0
506	0
0	0
226	0
34	0
128	0
1154	0
307	0
612	0
0	0
86	0
19	0
0	0
0	0
0	2024
168	0
0	189
0	2024
44	189
248	0
184	0
192	0
0	0
291	0
0	158
0	158
0	0
0	0
690	1
76	0
11	0
104	0
0	0
0	0
101	0
429	0
0	253
0	253
259	205
94	0
10317	19
143	0
0	0
329	0
157	0
0	0
39	0
407	0
43	0
91	0
0	93
27	93
0	24
0	24
49	20
638	6
128	0
65	0
66	49
27	233
0	318
0	290
0	179
10	159
47	180
66	0
0	1250
37	1250
37	3
96	0
0	0
42	0
36	0
254	0
96	0
153	0
8	0
46	0
174	0
0	17
0	17
0	0
91	0
0	0
0	0
0	0
5	0
176	0
851	1
26	0
24	0
0	0
8849	12
72	0
0	0
52	0
366	0
38	0
0	51
0	51
15	0
0	0
118	0
49	41
14	144
0	200
9	158
11	24
357	0
9	0
172	1
69	0
646	0
0	17
0	17
187	0
18	0
54	0
86	0
197	0
26	0
23	0
282	1
194	0
216	0
114	0
0	1
38	0
113	0
0	5
0	5
53	0
58	334
0	334
0	0
53	0
72	0
0	0
49	49
532	0
52	0
41	0
