UniqueCount	AmbigCount
0	0
0	0
0	12
0	0
0	4
0	4
0	0
0	0
0	0
10	0
0	1
0	1
1	8
0	0
4	0
0	1
15	0
0	0
0	0
0	0
374	4
0	0
0	0
0	0
1	0
6	0
0	0
10	0
0	1
0	0
0	0
1	0
0	0
12	0
0	0
0	0
0	0
0	0
0	27
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
63	64
1	64
0	0
0	0
12	0
0	0
7	0
46	0
2	0
0	0
0	0
0	1
0	1
0	0
0	0
4	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
21	1
0	0
0	0
0	0
0	0
9	0
0	0
0	0
0	0
0	0
7	0
1	0
0	1
0	1
0	0
0	0
7	0
7	0
1	0
0	0
0	0
0	0
0	0
25	0
0	0
0	0
0	0
0	0
0	0
0	0
9	0
0	0
0	0
0	441
0	441
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	4
0	4
4	0
0	0
0	0
0	0
0	0
0	0
9	0
0	0
0	0
0	0
0	0
0	0
268	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
8	0
0	0
1	0
1	0
0	0
0	0
0	0
1	0
1	0
0	0
0	8
0	8
0	0
0	0
0	0
0	0
1	0
0	0
4	0
0	0
1	0
1	0
0	0
0	0
0	0
33	0
0	0
8	0
0	0
13	0
0	0
0	0
8	0
0	0
3	0
0	0
7	0
0	0
0	0
6	0
0	0
0	0
0	0
0	0
0	0
0	0
7	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
36	1
9	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
9	0
0	0
0	0
3	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	8
0	8
0	0
0	0
0	0
4	0
0	0
0	11
0	0
0	0
0	0
0	0
0	0
0	0
0	11
0	3
0	0
0	0
0	0
0	0
0	7
0	0
0	0
0	7
0	7
0	7
0	7
0	7
0	0
0	0
0	0
60	0
5	0
0	0
0	0
9	0
3	0
8	0
19	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	21
3	21
0	0
0	0
0	0
5	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
23	0
8	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	7
5	0
0	0
0	0
0	0
12	0
0	0
0	0
0	0
3	0
0	0
0	10
0	10
6	0
0	0
0	0
